諧聲序,形序,聲-明細,聲形-聲,聲形-形,字類,聲-明細',聲序,聲旁,反切-小韻首字,反切-原貌,反切-周祖謨校,反切-余迺永校,反切-覈校說明,字頭-原貌,字頭-周祖謨校,字頭-余迺永校,字頭-覈校說明,字頭-補,廣韻反切原貌(覈校前),廣韻反切(覈校後),上字,下字,廣韻字頭原貌(覈校前),廣韻字頭(覈校後),廣韻釋義,釋義補充,廣韻字序,切韻擬音(poem版),切韻拼音(poem版),聲紐,呼,等,韻部(調整後),聲調,組,攝,韻部調整說明,廣韻韻部順序,廣韻韻部原貌(調整前),韻部原貌-平上去入相配爲平(調整前),韻部原貌-相配爲平並標A/B類(調整前),小韻-擬音相同(poem版擬音),開合分析(果攝/寒桓/嚴凡/咍灰/遇攝/通攝/臻攝),開合分析(幫組-歌戈/寒桓/唐/泰/咍灰/魂/模/冬/東一),開合分析(幫組-陽/嚴凡/元/廢/鍾/東三/尤/虞/文/微）,A/B類分析(與各組聲紐撘配),中古拼音(polyhedron 版),現代廣州音理論音,粵聲,粵韻,粵調,現代北京音理論音,京聲,京韻,京調,廣韻頁序,頁內字序,小韻序,小韻內字序,全王本切韻-補字,全王本切韻-字數,全王本切韻-反切,裴本切韻-反切,裴本切韻-字序,裴本切韻-字數,裴本切韻-補字,玉篇-原本玉篇殘卷/篆隸萬象名義,玉篇-是否見於原本玉篇殘卷,玉篇-宋本玉篇,經典釋文-拼音(poem版),經典釋文-反切,合併-廣韻,合併-廣韻反切,合併-切韻擬音(poem版),合併-切韻拼音(poem版),合併-中古拼音(polyhedron 版),上字',上字-切韻拼音(poem版),上字-聲紐,上字-呼,上字-等,上字-韻部,上字-聲調,上字-組,上字-攝,下字',下字-切韻拼音(poem版),下字-聲紐,下字-呼,下字-等,下字-韻部,下字-聲調,下字-組,下字-攝,對比-聲紐(上字/被切字),對比-呼(下字/被切字)(不涉及幫組),對比-呼(幫組下字/其他組被切字),對比-等(下字/被切字),對比-韻部(下字/被切字),對比-韻部A/B類(來紐下字/幫見影三組被切字),對比-韻部A/B類(知組下字/幫見影三組被切字),對比韻部A/B類(其他組下字/幫見影三組被切字),上字-切韻擬音(poem版),上字-中古拼音(polyhedron 版),下字-切韻擬音(poem版),下字-中古拼音(polyhedron 版),建議替換爲,是否聲旁,是否次級聲旁,聲形析微,先秦韻部（引自余迺永的《上古音系研究》）,資料引用-其他版本的字頭
17897,119,畫,畫,女,,畫,895,畫,,,,,,,,,,,胡麥,胡麥,胡,麥,嫿,嫿,分明好皃,,23393,ɦwæk,ghweak,匣,合,二,耕,入,影,梗,,入21,麥,耕,耕,,,,,,ghruek,,,,,,,,,入34右,27,3627,3,,,胡麥,胡麥,3,,,胡馘,,呼麥/乎麥,,,胡麥：分明好皃,胡麥,ɦwæk,ghweak,ghruek,胡,gho,匣,開,一,模,平,影,遇,麥,meak,明,開,二,耕,入,幫,梗,,,幫組耕開/耕合,,,,,,ɦo,gho,mæk,mrek,,,,,,嫿
17903,414,畫,畫,刀,,畫,895,畫,,,,,,,,,,,胡麥,胡麥,胡,麥,劃,劃,錐刀刻,,23394,ɦwæk,ghweak,匣,合,二,耕,入,影,梗,,入21,麥,耕,耕,,,,,,ghruek,wag6,w,ag,6,hua4,h,ua,4,入34右,28,3627,4,,,胡麥,胡麥,5,,,胡馘,,乎麥/乎麥,,,胡麥：錐刀刻/呼麥：劃作事又音畫,胡麥/呼麥,ɦwæk/hwæk,ghweak/hweak,ghruek/hruek,胡,gho,匣,開,一,模,平,影,遇,麥,meak,明,開,二,耕,入,幫,梗,,,幫組耕開/耕合,,,,,,ɦo,gho,mæk,mrek,,,,,,劃
17562,196,蒦,蒦,魚,,蒦,874,蒦,,,,,,,,,,,胡麥,胡麥,胡,麥,鱯,鱯,魚名,,23395,ɦwæk,ghweak,匣,合,二,耕,入,影,梗,,入21,麥,耕,耕,,,,,,ghruek,,,,,,,,,入34右,29,3627,5,,,胡麥,胡麥,6,,,胡跨,是,乎花,ghwah/ghweak,下化1/下虢1/獲1,胡誤：魚名/胡化：魚名似鮎白大/胡麥：魚名,胡誤/胡化/胡麥,ɦoh/ɦwah/ɦwæk,ghoh/ghwah/ghweak,ghoh/ghruah/ghruek,胡,gho,匣,開,一,模,平,影,遇,麥,meak,明,開,二,耕,入,幫,梗,,,幫組耕開/耕合,,,,,,ɦo,gho,mæk,mrek,,,,,,鱯
17550,67,蒦,蒦,尋,,蒦,874,蒦,,,,,,,,,,,胡麥,胡麥,胡,麥,彠,彠,度也又烏虢切,,23396,ɦwæk,ghweak,匣,合,二,耕,入,影,梗,,入21,麥,耕,耕,,,,,,ghruek,,,,,,,,,入34右,30,3627,6,,,胡麥,胡麥,7,,,,,紆縛/於白/居莫,,,憂縛：度也又乙虢切/一虢：規蒦博雅曰度也/胡麥：度也又烏虢切,憂縛/一虢/胡麥,ʔwjɒk/ʔwajk/ɦwæk,qwjoak/qwaik/ghweak,qyak/qruak/ghruek,胡,gho,匣,開,一,模,平,影,遇,麥,meak,明,開,二,耕,入,幫,梗,,,幫組耕開/耕合,,,,,,ɦo,gho,mæk,mrek,,,,,,彠
17892,21,畫,畫,口,,畫,895,畫,,,,,,,,,,,胡麥,胡麥,胡,麥,㗲,㗲,㗲嘖叫也,,23397,ɦwæk,ghweak,匣,合,二,耕,入,影,梗,,入21,麥,耕,耕,,,,,,ghruek,,,,,,,,,入34右,31,3627,7,,,,,,,,胡麥,,胡麥,,,胡麥：㗲嘖叫也,胡麥,ɦwæk,ghweak,ghruek,胡,gho,匣,開,一,模,平,影,遇,麥,meak,明,開,二,耕,入,幫,梗,,,幫組耕開/耕合,,,,,,ɦo,gho,mæk,mrek,,,,,,㗲
17622,21,百,百,口,,百,879,白,,,,,,,,,,,胡麥,胡麥,胡,麥,咟,咟,上同,㗲嘖叫也,23398,ɦwæk,ghweak,匣,合,二,耕,入,影,梗,,入21,麥,耕,耕,,,,,,ghruek,,,,,,,,,入34右,32,3627,8,,,,,,,,,,胡麥,,,胡麥：上同,胡麥,ɦwæk,ghweak,ghruek,胡,gho,匣,開,一,模,平,影,遇,麥,meak,明,開,二,耕,入,幫,梗,,,幫組耕開/耕合,,,,,,ɦo,gho,mæk,mrek,,,,,,咟
18430,189,國,國,虫,,國,927,或,古獲,,,,,,,,,,古獲,古獲,古,獲,蟈,蟈,螻蟈蛙別名古獲切十六,,23399,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,guog3,gu,og,3,guo1,g,uo,1,入34右,33,3628,1,,5,古獲,古獲,1,6,,古獲,,古麥/國,ghweok/kweak/kweok,或1/古獲2/國1,古獲：螻蟈蛙別名古獲切十六,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,蟈
18421,97,或,或,首,,馘,927,或,,,,,,,,,,,古獲,古獲,古,獲,馘,馘,截耳又獲也或作聝,,23400,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,34,3628,2,,,古獲,古獲,3,,,古獲,,古穫,hwek/kweak,況壁1/古獲13,古獲：截耳又獲也或作聝,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,次級聲旁,,,馘
18380,15,或,或,耳,,或,927,或,,,,,,,,,,,古獲,古獲,古,獲,聝,聝,上同,截耳又獲也或作聝,23401,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,35,3628,3,,,,,,,,古獲,,古獲,,,古獲：上同,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,聝
18434,353,國,國,巾,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,幗,幗,婦人喪冠,,23402,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,guog3,gu,og,3,guo2,g,uo,2,入34右,36,3628,4,,,古獲,古獲,4,,,古誨,,古誨/古獲,,,古對：婦人喪冠又古獲切/古獲：婦人喪冠,古對/古獲,kwojh/kwæk,kwoih/kweak,kuaih/kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,幗
18428,106,國,國,肉,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,膕,膕,曲腳中也,,23403,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,37,3628,5,,,古獲,古獲,5,,,過麥,,戈麥,,,古獲：曲腳中也,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,膕
18429,111,國,國,骨,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,𩪐,𩪐,上同,曲腳中也,23404,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,38,3628,6,,,,,,,,,,,,,古獲：上同,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,𩪐
4066,288,𦎫,𦎫,土,,𦎫,208,𦎫,,,,,,,,,,,古獲,古獲,古,獲,埻,埻,埻端國名出山海經,,23405,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,39,3628,7,,,,,,,,之閏/古穫,,古獲,tcwjinh/tcwjinq/twoah/twoi,支閏1/支允1/都臥1/都雷1,之尹：射的周禮或作準/古博：埻端國名又音蟈/古獲：埻端國名出山海經,之尹/古博/古獲,tɕwjɨnʔ/kwɒk/kwæk,tcwjinq/kwoak/kweak,cjynx/kuak/kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,埻
18427,47,國,國,手,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,摑,摑,打也亦作𢼛,,23406,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,guag3,gu,ag,3,guo2,g,uo,2,入34右,40,3628,8,,,,,,,,,,古獲,,,古獲：打也亦作𢼛,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,摑
18432,261,國,國,水,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,漍,漍,水,,23407,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,41,3628,9,,,,,,,,,,,,,古獲：水,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,漍
18422,47,馘,馘,手,,馘,927,或,,,,,,,,,,,古獲,古獲,古,獲,𢹖,𢹖,挻𢹖,,23408,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,42,3628,10,,,,,,,,,,古獲,,,古獲：挻𢹖,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,𢹖
18406,298,或,或,石,,或,927,或,,,,,,,,,,,古獲,古獲,古,獲,䂸,䂸,䂸破,,23409,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,43,3628,11,,,,,,,,,,力麥,,,古獲：䂸破,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,䂸
18426,37,國,國,心,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,慖,慖,悖也,,23410,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,44,3628,12,,,,,,,,,,古對,,,古對：恨也/古獲：悖也,古對/古獲,kwojh/kwæk,kwoih/kweak,kuaih/kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,慖
18424,21,國,國,口,,國,927,或,,,,,,,,,,,古獲,古獲,古,獲,嘓,嘓,口嘓嘓煩也,,23411,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,45,3628,13,,,古獲,古獲,2,,,,,,,,古獲：口嘓嘓煩也,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,嘓
18404,286,或,或,風,,或,927,或,,,,,,,,,,,古獲,古獲,古,獲,䬎,䬎,䬎䬉赤氣熱風之怪,,23412,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,46,3628,14,,,,,,,,,,古獲,,,古獲：䬎䬉赤氣熱風之怪,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,䬎
8505,27,巂,巂,言,,巂,450,巂,,,,,,,,,,,古獲,古獲,古,獲,讗,讗,讗嚄疾言,,23413,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,47,3628,15,,,,古獲,6,,,胡圭/胡麥,是,胡麥,,,戶圭：說文曰自是也/古獲：讗嚄疾言,戶圭/古獲,ɦwej/kwæk,ghwei/kweak,ghue/kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,讗
18387,107,或,或,血,,或,927,或,,,,,,,,,,,古獲,古獲,古,獲,𧖻,𧖻,犬血,,23414,kwæk,kweak,見,合,二,耕,入,見,梗,,入21,麥,耕,耕,,,,,,kruek,,,,,,,,,入34右,48,3628,16,,,,,,,,,,,,,古獲：犬血,古獲,kwæk,kweak,kruek,古,koq,見,開,一,模,上,見,遇,獲,ghweak,匣,合,二,耕,入,影,梗,,,,,,,,,koʔ,kox,ɦwæk,ghruek,,,,,,𧖻
18017,216,辟,辟,木,,辟,902,辟,博厄,,,,,,,,,,博厄,博厄,博,厄,檗,檗,黃檗俗作蘗博戹切五,,23415,pæk,peak,幫,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,prek,,,,,,,,,入34右,49,3629,1,,2,博厄,博厄,1,4,,補革,,補革,,,博厄：黃檗俗作蘗博戹切五,博厄,pæk,peak,prek,博,poak,幫,開,一,唐,入,幫,宕,厄,qeak,影,開,二,耕,入,影,梗,,,,,,,,,pɒk,pak,ʔæk,qrek,,,,,,檗
17997,47,辟,辟,手,,辟,902,辟,,,,,,,,,,,博厄,博厄,博,厄,擘,擘,分擘,,23416,pæk,peak,幫,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,prek,mag3,m,ag,3,buo2,b,uo,2,入34右,50,3629,2,,,博厄,博厄,2,,,補革,,補革,bjeek/peak,薄歷4/必麥1/甫革1/彼革1/補革2,博厄：分擘,博厄,pæk,peak,prek,博,poak,幫,開,一,唐,入,幫,宕,厄,qeak,影,開,二,耕,入,影,梗,,,,,,,,,pɒk,pak,ʔæk,qrek,,,,與擗不同,,擘
18016,200,辟,辟,艸,,辟,902,辟,,,,,,,,,,,博厄,博厄,博,厄,薜,薜,爾雅云山芹當歸也又曰山麻也,,23417,pæk,peak,幫,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,prek,,,,,,,,,入34右,51,3629,3,,,,博厄,4,,,補革,,補革/蒲細,beih/book/peak/pjeek,步計1/薄駮1/卜革1/方麥1/布革1/布麥1/卑麥1/彼麥1/方奭1,蒲計：薜荔蒲計切五/博厄：爾雅云山芹當歸也又曰山麻也,蒲計/博厄,bejh/pæk,beih/peak,beh/prek,博,poak,幫,開,一,唐,入,幫,宕,厄,qeak,影,開,二,耕,入,影,梗,,,,,,,,,pɒk,pak,ʔæk,qrek,,,,,,薜
18037,399,辟,辟,片,,辟,902,辟,,,,,,,,𤗺,,,博厄,博厄,博,厄,𤖟,𤖟,豆中小硬者出新字林,,23418,pæk,peak,幫,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,prek,,,,,,,,,入34右,52,3629,4,,,,,,,,,,,,,博厄：豆中小硬者出新字林,博厄,pæk,peak,prek,博,poak,幫,開,一,唐,入,幫,宕,厄,qeak,影,開,二,耕,入,影,梗,,,,,,,,,pɒk,pak,ʔæk,qrek,,,,以字義視之，似从片而非从爿,,𤖟
18018,226,辟,辟,米,,辟,902,辟,,,,,,,,,,,博厄,博厄,博,厄,糪,糪,飯半生皃,,23419,pæk,peak,幫,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,prek,,,,,,,,,入34右,53,3629,5,,,,博厄,3,,,妨亦,,譜革/妨亦,pheak/pheat,普厄1/孚八1,博厄：飯半生皃/普麥：飯半生熟爾雅云米者謂之糪,博厄/普麥,pæk/phæk,peak/pheak,prek/phrek,博,poak,幫,開,一,唐,入,幫,宕,厄,qeak,影,開,二,耕,入,影,梗,,,,,,,,,pɒk,pak,ʔæk,qrek,,,,,,糪
18031,330,辟,辟,糸,,辟,902,辟,蒲革,,,,,,,,,,蒲革,蒲革,蒲,革,䌟,䌟,織絲爲帶蒲革切四,,23420,bæk,beak,並,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,brek,,,,,,,,,入34左,1,3630,1,,3,蒲革,蒲革,1,1,,,,步革,,,蒲革：織絲爲帶蒲革切四,蒲革,bæk,beak,brek,蒲,bo,並,開,一,模,平,幫,遇,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,bo,bo,kæk,krek,,,,與繴不同,,䌟
18040,330,辟,辟,糸,,繴,902,辟,,,,,,,,,,,蒲革,蒲革,蒲,革,繴,繴,罿也,,23421,bæk,beak,並,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,brek,,,,,,,,,入34左,2,3630,2,,,蒲革,,,,,補戟,是,北激,peak/pek/pheak,彼麥1/卑覓1/芳麥1,蒲革：罿也/北激：爾雅繴謂之罿今覆車鳥網也又敷核切,蒲革/北激,bæk/pek,beak/pek,brek/pek,蒲,bo,並,開,一,模,平,幫,遇,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,bo,bo,kæk,krek,,,次級聲旁,與䌟不同,,繴
18039,417,辟,辟,网,,辟,902,辟,,,,,,,,,,,蒲革,蒲革,蒲,革,𦌠,𦌠,翻車,,23422,bæk,beak,並,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,brek,,,,,,,,,入34左,3,3630,3,,,蒲革,,,,,補戟,,補革,,,蒲革：翻車,蒲革,bæk,beak,brek,蒲,bo,並,開,一,模,平,幫,遇,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,bo,bo,kæk,krek,,,,,,𦌠
10936,216,薄,薄,木,,薄,567,甫,,,,,,,,,,,蒲革,蒲革,蒲,革,欂,欂,檴櫨又木名也,,23423,bæk,beak,並,開,二,耕,入,幫,梗,,入21,麥,耕,耕,,,,,,brek,,,,,,,,,入34左,4,3630,4,a䭆,2,皮碧,,,,,薄各,,補各/弼戟,beak/bek/boak/poak,平碧1/皮麥2/薄歷1/平各1/旁各1/博1,補各：欂櫨枅也/弼戟：欂櫨戶上木弼戟切二/蒲革：檴櫨又木名也,補各/弼戟/蒲革,pɒk/bjajk/bæk,poak/beek/beak,pak/biek/brek,蒲,bo,並,開,一,模,平,幫,遇,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,bo,bo,kæk,krek,,,,,,欂
18205,105,責,責,𦣞,,責,912,朿,士革,,,,,,,,,,士革,士革,士,革,賾,賾,探賾士革切七,,23424,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,5,3631,1,,4,士革,士革,1,1,,仕革,,仕革,dzreak,仕責2,士革：探賾士革切七,士革,dʐæk,dzreak,zrek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,賾
18219,196,責,責,魚,,責,912,朿,,,,,,,,,,,士革,士革,士,革,鰿,鰿,爾雅曰貝小者鰿郭璞云今細貝亦有紫色者出日南又音迹,,23425,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,6,3631,2,,,,,,,,子益,是,子亦,tsjeek,子狄1/迹1/積1,士革：爾雅曰貝小者鰿郭璞云今細貝亦有紫色者出日南又音迹/資昔：爾雅曰貝小者鰿郭璞云今細貝亦有紫色者出日南,士革/資昔,dʐæk/tsjɛk,dzreak/tsjeek,zrek/ciek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,鰿
17831,200,昨,昨,艸,,昨,889,乍,,,,,,,,,,,士革,士革,士,革,葃,葃,茹菜又音藉,,23426,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,7,3631,3,,,士革,,,,,財各,,慈作,,,在各：茹草又士革切/士革：茹菜又音藉/秦昔：茹草,在各/士革/秦昔,dzɒk/dʐæk/dzjɛk,dzoak/dzreak/dzjeek,zak/zrek/ziek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,葃
18198,76,責,責,彳,,責,912,朿,,,,,,,,,,,士革,士革,士,革,㣱,㣱,容尋常人,,23427,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,8,3631,4,,,,,,,,,,,,,士革：容尋常人,士革,dʐæk,dzreak,zrek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,㣱
17469,425,昔,昔,矛,,昔,868,昔,,,,,,,,,,,士革,士革,士,革,矠,矠,以矛叉取物也,,23428,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,9,3631,5,,,士革,,,,,側白,,叉白/側白,,,士革：以矛叉取物也/楚革：矛也,士革/楚革,dʐæk/tʂhæk,dzreak/tshreak,zrek/chrek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,矠
18230,445,責,責,耒,,責,912,朿,,,,,,,,,,,士革,士革,士,革,耫,耫,灰中種也,,23429,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,10,3631,6,,,士革,,,,,士革,,仕革,,,查鎋：農具也/士革：灰中種也,查鎋/士革,dʐat/dʐæk,dzrat/dzreak,zrat/zrek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,耫
18194,21,責,責,口,,責,912,朿,,,,,,,,,,,士革,士革,士,革,嘖,嘖,㗲嘖叫也,,23430,dʐæk,dzreak,崇,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,zrek,,,,,,,,,入34左,11,3631,7,,,,,,,,壯革,,壯革,dzreak/tsreak,仕責2/賾1/莊革1/責2,側伯：側伯切八/士革：㗲嘖叫也/側革：大呼聲,側伯/士革/側革,tʂajk/dʐæk/tʂæk,tsraik/dzreak/tsreak,crak/zrek/crek,士,dzreq,崇,開,三,之,上,莊,止,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,dʐɨʔ,zrix,kæk,krek,,,,,,嘖
18190,456,朿,朿,貝,,責,912,朿,側革,,,,,,,,,,側革,側革,側,革,責,責,求也側革切十一,,23431,tʂæk,tsreak,莊,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,crek,zag3,z,ag,3,ze2,z,e,2,入34左,12,3632,1,a迮a笮,11,側革,側革,1,5,,俎革,,壯革/壯革,tsreah/tsreak,側介1/如字1,側革：求也側革切十一,側革,tʂæk,tsreak,crek,側,tsrik,莊,開,三,蒸,入,莊,曾,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,tʂɨk,crik,kæk,krek,,,次級聲旁,,錫,責
18203,98,責,責,頁,,責,912,朿,,,,,,,,,,,側革,側革,側,革,𩔳,𩔳,𩔳䫢頭不正皃,,23432,tʂæk,tsreak,莊,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,crek,,,,,,,,,入34左,13,3632,2,,,側革,側革,2,,,,,爭索,,,側革：𩔳䫢頭不正皃,側革,tʂæk,tsreak,crek,側,tsrik,莊,開,三,蒸,入,莊,曾,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,tʂɨk,crik,kæk,krek,,,,,,𩔳
18228,398,責,責,竹,,責,912,朿,,,,,,,,,,,側革,側革,側,革,簀,簀,牀簀,,23433,tʂæk,tsreak,莊,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,crek,,,,,,,,,入34左,14,3632,3,,,側革,側革,3,,,側革,,側革,tsreak,責8,側革：牀簀,側革,tʂæk,tsreak,crek,側,tsrik,莊,開,三,蒸,入,莊,曾,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,tʂɨk,crik,kæk,krek,,,,,,簀
18226,353,責,責,巾,,責,912,朿,,,,,,,,,,,側革,側革,側,革,幘,幘,冠幘漢書曰幘古卑賤執事不冠者之所服說文曰髮有巾曰幘,,23434,tʂæk,tsreak,莊,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,crek,,,,,,,,,入34左,15,3632,4,,,側革,側革,4,,,側革,,側革,tshreak/tsreak,策1/責1,側革：冠幘漢書曰幘古卑賤執事不冠者之所服說文曰髮有巾曰幘,側革,tʂæk,tsreak,crek,側,tsrik,莊,開,三,蒸,入,莊,曾,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,tʂɨk,crik,kæk,krek,,,,,,幘
18195,21,責,責,口,,責,912,朿,,,,,,,,,,,側革,側革,側,革,嘖,嘖,大呼聲,,23435,tʂæk,tsreak,莊,開,二,耕,入,莊,梗,,入21,麥,耕,耕,,,,,,crek,,,,,,,,,入34左,16,3632,5,,,,,,,,壯革,,壯革,dzreak/tsreak,仕責2/賾1/莊革1/責2,側伯：側伯切八/士革：㗲嘖叫也/側革：大呼聲,側伯/士革/側革,tʂajk/dʐæk/tʂæk,tsraik/dzreak/tsreak,crak/zrek/crek,側,tsrik,莊,開,三,蒸,入,莊,曾,革,keak,見,開,二,耕,入,見,梗,,,,,,,,,tʂɨk,crik,kæk,krek,,,,,,嘖
