word,visual_mean,visual_sd,visual_n,auditory_mean,auditory_sd,auditory_n,scale
refrain,34.536,37.057,25,63.154,41.095,26,0-100_VAS
refuge,70.269,23.608,25,35.192,32.133,26,0-100_VAS
refus,48.955,34.305,24,46.348,38.45,24,0-100_VAS
registre,42.898,31.333,24,24.6,33.566,25,0-100_VAS
regret,37.083,33.377,25,30.222,33.07,27,0-100_VAS
rejet,54.818,38.465,24,35.143,37.212,24,0-100_VAS
relais,50.227,35.443,24,13.696,20.696,24,0-100_VAS
relativité,29.571,31.549,28,34.69,36.942,28,0-100_VAS
relaxation,69.76,31.674,25,58.667,32.806,27,0-100_VAS
relevé,40.286,38.219,25,7.462,15.358,26,0-100_VAS
relief,69.48,24.061,25,9.115,18.107,27,0-100_VAS
religion,64.32,30.424,24,46.25,37.235,24,0-100_VAS
reliure,66.833,26.322,24,15.25,20.33,24,0-100_VAS
relève,39.375,34.475,24,22.75,28.781,24,0-100_VAS
remboîtage,42.5,29.481,25,24.846,32.615,26,0-100_VAS
remerciement,42.583,41.66,24,63.125,37.794,24,0-100_VAS
remise,48.636,35.666,24,16.667,22.168,24,0-100_VAS
remords,50.292,36.247,25,38.037,38.381,27,0-100_VAS
remorqueur,80.357,20.391,25,32.5,29.162,26,0-100_VAS
remoulage,33.88,39.43,25,4.962,12.842,26,0-100_VAS
remous,60.643,34.064,25,53.074,36.354,27,0-100_VAS
rempart,56.792,38.113,24,16.833,29.632,24,0-100_VAS
remplacement,44.773,32.398,23,25.292,29.561,23,0-100_VAS
renaissance,49.724,30.14,28,26.643,32.193,28,0-100_VAS
renard,90.455,12.561,24,25.619,32.091,24,0-100_VAS
rencontre,61.88,37.146,25,44.148,40.461,27,0-100_VAS
rendement,46.391,37.906,25,21.231,28.212,26,0-100_VAS
renfort,50.375,37.952,24,28.667,36.358,24,0-100_VAS
renne,71.852,30.358,25,28.192,28.1,26,0-100_VAS
renom,31.92,32.129,25,27.88,33.042,26,0-100_VAS
renseignement,36.174,32.907,23,38.565,39.816,23,0-100_VAS
rentrée,59.821,33.234,25,44,33.935,27,0-100_VAS
renvoi,54.182,38.041,24,34.238,37.648,24,0-100_VAS
repas,79.5,24.706,25,46.593,33.486,27,0-100_VAS
repli,43.583,31.285,25,20.926,23.552,27,0-100_VAS
reporter,44.071,35.385,25,31.852,37.078,27,0-100_VAS
repos,67.483,30.601,28,37.821,35.079,28,0-100_VAS
reprise,41.357,32.622,28,30.143,30.648,28,0-100_VAS
reproche,31.154,29.366,28,55.241,37.503,28,0-100_VAS
représentant,63.364,34.827,24,35.318,37.113,24,0-100_VAS
requin,87.2,18.617,25,34.538,34.308,26,0-100_VAS
requête,30.125,29.043,25,35.148,32.356,27,0-100_VAS
respiration,60.28,33.057,25,69.185,28.375,26,0-100_VAS
ressemblance,65.208,32.753,24,25.208,31.559,24,0-100_VAS
ressort,75.7,23.751,20,45.2,35.622,20,0-100_VAS
ressource,51.583,36.577,24,23.708,28.804,24,0-100_VAS
restaurant,84.043,18.965,24,61.652,35.765,24,0-100_VAS
restauration,68.852,28.071,25,52.259,36.337,27,0-100_VAS
reste,56.5,31.521,28,22.037,29.453,28,0-100_VAS
retard,52.655,33.222,25,39.704,34.97,27,0-100_VAS
retentissement,29.583,28.385,24,60.16,32.128,25,0-100_VAS
retenue,69.32,25.908,23,29.792,31.217,23,0-100_VAS
retour,59.607,40.578,25,40.037,37.623,27,0-100_VAS
retrait,61.636,33.055,23,23.792,28.056,23,0-100_VAS
rets,17.286,32.619,25,13.593,31.987,27,0-100_VAS
revanche,41,38.304,25,28.654,38.88,26,0-100_VAS
revolver,80.957,19.736,23,75.591,19.397,23,0-100_VAS
revue,74.407,27.98,25,17.385,29.738,26,0-100_VAS
reçu,62.043,32.836,24,18.292,27.999,24,0-100_VAS
rhinocéros,84.241,14.662,28,26.143,27.738,28,0-100_VAS
ride,81.64,26.879,25,19.692,35.182,26,0-100_VAS
rideau,81.522,21.017,24,29.87,34.788,24,0-100_VAS
rien,42.036,40.352,28,19.259,28.353,28,0-100_VAS
rigole,57.435,32.774,25,56.808,37.352,27,0-100_VAS
rigueur,39.36,35.973,25,30.556,34.178,27,0-100_VAS
rires,68.889,29.979,28,82.464,25.742,28,0-100_VAS
risée,41.538,34.161,25,40.815,33.091,27,0-100_VAS
rituel,69.643,28.84,25,54.037,35.773,27,0-100_VAS
rival,47.038,33.601,24,31.042,31.465,24,0-100_VAS
rivalité,56.174,32.442,25,35.185,34.788,27,0-100_VAS
rizière,53.897,39.24,28,18.357,25.748,28,0-100_VAS
robinet,77.875,27.187,24,63.25,32.015,24,0-100_VAS
robot,76.276,25.225,25,55.423,32.75,27,0-100_VAS
roche,81.667,22.953,24,27.333,30.487,24,0-100_VAS
rocher,86.625,20.121,24,35.217,36.951,24,0-100_VAS
romancier,46.217,36.954,23,25.273,26.83,23,0-100_VAS
romanichel,26.385,33.862,25,18.556,26.432,27,0-100_VAS
romantisme,68.083,34.672,24,45.333,40.871,24,0-100_VAS
rondelle,70.038,28.242,24,27.64,31.717,25,0-100_VAS
rondin,47.423,37.313,25,16.259,25.574,27,0-100_VAS
roquette,70.32,28.793,24,31.96,32.368,25,0-100_VAS
rose,92.143,10.139,25,21.852,31.812,27,0-100_VAS
rosette,64.714,28.828,28,27.138,31.764,28,0-100_VAS
rossignol,62.714,36.611,25,62.074,37.335,27,0-100_VAS
rosée,81,26.052,24,16.542,27.163,24,0-100_VAS
rotule,68.208,32.039,24,13.667,22.48,24,0-100_VAS
roue,78.87,25.257,23,34.609,35.474,23,0-100_VAS
rouet,41.609,38.521,23,22.208,32.412,23,0-100_VAS
rougeur,84.04,22.751,25,7.769,20.148,26,0-100_VAS
rouleau,74.519,25.66,25,22.462,27.618,26,0-100_VAS
roulement,40.918,35.459,24,33.72,35.351,25,0-100_VAS
roulotte,77.852,27.135,25,10.538,18.131,26,0-100_VAS
route,87,19.011,24,39.25,36.08,24,0-100_VAS
royaume,68.958,33.018,25,22.308,29.456,27,0-100_VAS
ruade,42.556,36.063,25,15.889,23.502,26,0-100_VAS
ruban,82.4,20.04,20,12.7,20.563,20,0-100_VAS
rubis,73.05,20.035,20,14.5,24.652,20,0-100_VAS
rubrique,51.76,31.743,24,16.4,21.413,25,0-100_VAS
ruche,85.591,18.036,24,60.19,32.499,24,0-100_VAS
rudesse,49.091,37.216,24,35.238,35.513,24,0-100_VAS
ruelle,80.828,21.22,28,27.857,26.356,28,0-100_VAS
ruisseau,85.5,26.327,25,71,34.073,26,0-100_VAS
rumeur,41.435,36.968,25,53.04,40.923,27,0-100_VAS
rupture,58.04,30.094,24,42.6,37.8,25,0-100_VAS
rythme,46.13,39.906,24,77.696,27.851,24,0-100_VAS
râteau,76.292,28.193,25,31.556,35.345,27,0-100_VAS
règlement,37.579,33.383,24,35.6,36.648,25,0-100_VAS
règles,59.391,32.503,24,37.913,41.605,24,0-100_VAS
réaction,57.8,34.661,24,50.391,32.413,24,0-100_VAS
réalisation,61.217,37.056,24,38.292,40.053,24,0-100_VAS
réalisme,48.136,37.205,24,23.5,30.298,24,0-100_VAS
réalité,49.846,33.25,28,30.769,31.743,28,0-100_VAS
rébellion,54.3,30.203,20,43.8,35.994,20,0-100_VAS
réception,74.357,27.76,25,47.926,32.604,27,0-100_VAS
récipient,75.375,20.312,24,21.04,28.784,25,0-100_VAS
réciprocité,40.083,39.326,24,20.333,25.111,24,0-100_VAS
récit,53.833,32.414,23,57.833,34.314,23,0-100_VAS
réclamation,48.214,30.657,28,43.259,37.234,28,0-100_VAS
récolte,77.042,23.652,23,19.625,21.791,23,0-100_VAS
récompense,58.875,38.81,25,40.346,37.588,26,0-100_VAS
rédaction,65.043,32.135,23,24.458,30.372,23,0-100_VAS
réduit,50.769,37.625,24,18.583,26.01,24,0-100_VAS
réflexe,62.481,33.405,28,31.464,34.366,28,0-100_VAS
réflexion,45.643,27.81,28,32.185,33.195,28,0-100_VAS
réforme,47.739,40.413,24,35.652,37.88,24,0-100_VAS
réfrigérateur,86.042,16.923,23,45.478,32.698,23,0-100_VAS
référence,40.273,33.478,24,27.182,31.657,24,0-100_VAS
régal,73.143,24.971,25,35.704,36.185,27,0-100_VAS
régiment,51.852,27.69,25,29.556,32.65,26,0-100_VAS
région,51.55,29.267,20,17.8,29.076,20,0-100_VAS
réglage,57.24,31.676,25,24.269,30.945,27,0-100_VAS
réglementation,39.875,34.12,23,36.955,39.34,23,0-100_VAS
rémunération,57.32,35.488,23,26.696,30.987,23,0-100_VAS
réparation,72.875,30.977,25,40.444,28.557,27,0-100_VAS
répartition,44.043,35.415,23,37.955,35.107,23,0-100_VAS
répertoire,50.182,36.782,24,18.524,23.428,24,0-100_VAS
répit,58.083,35.286,25,30.692,29.73,27,0-100_VAS
réplique,28.143,29.473,24,52.1,44.388,24,0-100_VAS
république,51.929,33.464,25,41.296,38.202,27,0-100_VAS
réputation,42.304,36.553,24,30,38.689,24,0-100_VAS
répéteur,21.261,24.794,25,36.346,37.326,27,0-100_VAS
répétition,43.958,36.579,24,38.042,36.687,24,0-100_VAS
réseau,54.125,32.717,24,24.875,31.723,24,0-100_VAS
réservation,53.48,37.58,25,43.889,38.549,27,0-100_VAS
réserve,44.154,33.933,25,22.741,30.886,26,0-100_VAS
réservoir,67.222,30.696,25,18.148,26.96,26,0-100_VAS
résidence,80,19.269,25,37.308,37.308,26,0-100_VAS
résine,69.72,28.464,25,23.76,30.231,26,0-100_VAS
résolution,35.96,33.081,25,34.36,37.78,27,0-100_VAS
résumé,49.2,34.911,24,19.417,27.4,24,0-100_VAS
rétention,45.786,34.556,28,28.704,35.249,28,0-100_VAS
rétine,76.75,21.336,28,13.138,17.827,28,0-100_VAS
rétroprojecteur,68,38.171,24,25.409,27.989,24,0-100_VAS
réveil,67.905,33.633,24,56.19,31.47,24,0-100_VAS
réverbère,46.76,39.069,24,14.417,24.141,24,0-100_VAS
révision,56.25,38.641,24,27.208,32.981,24,0-100_VAS
révolte,71.481,27.389,28,54.786,35.255,28,0-100_VAS
révolution,65.48,33.353,25,44.423,40.514,26,0-100_VAS
révélation,44.208,41.077,23,51.609,40.343,23,0-100_VAS
révérence,41.964,32.445,25,24,27.407,27,0-100_VAS
rêverie,67.5,37.334,24,46.875,38.888,24,0-100_VAS
rôle,35.222,34.619,25,19,29.785,26,0-100_VAS
sable,90.462,11.799,25,45.704,40.455,27,0-100_VAS
sablier,85.138,20.849,28,30.143,33.991,28,0-100_VAS
sabotage,50.625,36.834,24,31.16,37.161,25,0-100_VAS
sac,81.346,24.601,25,38.222,34.544,27,0-100_VAS
sachet,77.69,22.191,25,33.393,30.668,27,0-100_VAS
sacoche,79.783,24.243,24,23.542,29.547,24,0-100_VAS
sacrifice,48.12,37.709,25,27.615,36.062,26,0-100_VAS
sadisme,53.292,34.953,24,41.792,35.387,24,0-100_VAS
sagesse,51.517,37.02,28,36.143,37.507,28,0-100_VAS
saisie,50.217,32.784,23,23.13,31.679,23,0-100_VAS
saison,81.72,28.81,25,43.741,35.402,27,0-100_VAS
saisonnier,61.821,30.675,28,35,34.427,28,0-100_VAS
salarié,46.875,37.427,24,25.84,27.402,25,0-100_VAS
salive,68.792,28.071,23,31.083,35.442,23,0-100_VAS
salière,70.167,34.419,24,39.261,33.988,24,0-100_VAS
salon,88.773,18.299,24,26.952,31.734,24,0-100_VAS
salut,59.739,31.812,23,67.174,34.843,23,0-100_VAS
salutation,62.526,34.999,20,60.5,38.406,20,0-100_VAS
sanction,34.037,31.456,25,42.333,37.347,26,0-100_VAS
sanctuaire,72.25,28.894,25,44.815,36.386,27,0-100_VAS
sandwich,85.885,16.585,24,13,19.658,24,0-100_VAS
sang,86,17.997,20,21.45,32.022,20,0-100_VAS
sanglier,74.76,33.291,25,44.731,38.181,26,0-100_VAS
sanglot,70.88,28.552,24,76.542,27.197,24,0-100_VAS
sapin,88.32,17.349,25,30.852,37.154,27,0-100_VAS
sapinière,62,37.247,24,9.905,16.607,24,0-100_VAS
sardine,81.783,20.985,23,24.435,31.14,23,0-100_VAS
satellite,74.478,25.779,23,25.125,25.263,23,0-100_VAS
satire,39.4,38.209,24,18.36,26.009,25,0-100_VAS
saucisse,82.708,24.873,24,30.783,31.92,24,0-100_VAS
saucisson,82.4,23.351,24,11.208,18.528,24,0-100_VAS
saule,64.462,30.363,24,32.333,30.677,24,0-100_VAS
saumon,89.964,14.516,28,29.778,31.303,28,0-100_VAS
sauterelle,85.04,22.751,25,49.654,39.903,26,0-100_VAS
sauvage,57.038,35.695,25,49.519,36.372,27,0-100_VAS
savane,61.962,25.741,24,35.875,32.841,24,0-100_VAS
saveur,37.52,34.246,24,21.44,26.92,25,0-100_VAS
sbire,8.167,21.602,25,4.231,14.935,26,0-100_VAS
scalp,40.84,32.285,25,22.185,31.384,27,0-100_VAS
scalpel,80.56,23.976,24,26.44,31.987,25,0-100_VAS
scandale,61,31.992,24,51.435,34.722,24,0-100_VAS
scaphandrier,52.304,36.578,23,24.435,35.328,23,0-100_VAS
scarabée,69.5,27.025,20,9.7,14.39,20,0-100_VAS
sceau,64.769,32.481,25,25,29.897,27,0-100_VAS
scellage,41.5,30.377,23,21.333,27.557,23,0-100_VAS
schéma,67.96,29.214,24,15.68,26.355,25,0-100_VAS
scie,84.72,17.121,24,69.75,28.977,24,0-100_VAS
science,63.4,30.316,24,33.84,33.856,25,0-100_VAS
scientifique,66.714,29.948,28,25.357,29.773,28,0-100_VAS
scission,32.192,33.196,25,19.654,31.172,26,0-100_VAS
scorpion,77.893,23.099,25,23.192,26.367,27,0-100_VAS
scoutisme,57.4,35.283,24,31.292,34.961,24,0-100_VAS
scrupule,26.875,32.923,25,30.963,33.103,27,0-100_VAS
scrutin,50.875,33.136,24,30.583,34.935,24,0-100_VAS
sculpture,75.954,21.516,24,14.52,20.462,25,0-100_VAS
scénario,56.077,36.405,25,41.269,38.969,26,0-100_VAS
secours,72.037,25.016,25,67.63,29.267,27,0-100_VAS
secousse,46.75,30.68,24,47.833,29.539,24,0-100_VAS
secret,45.292,40.244,24,45.72,34.363,25,0-100_VAS
secrétaire,70.857,31.624,25,25.731,28.583,26,0-100_VAS
secrétariat,72.423,24.533,25,37.407,32.92,27,0-100_VAS
section,55,35.839,24,22.25,26.711,24,0-100_VAS
seigneur,54.56,37.537,24,30,37.75,25,0-100_VAS
sein,83.52,24.374,24,13.56,18.046,25,0-100_VAS
sel,72.333,29.572,24,19.417,28.028,24,0-100_VAS
selle,71.846,31.485,25,35.115,33.95,26,0-100_VAS
sellier,39.261,35.836,24,9.565,16.18,24,0-100_VAS
semelle,69.115,26.963,25,26.037,28.32,27,0-100_VAS
semence,68.8,29.165,20,17.85,31.262,20,0-100_VAS
semonce,8.875,22.728,25,16.333,30.159,27,0-100_VAS
sens,49.24,36,24,27.08,33.499,25,0-100_VAS
sensibilité,50.826,38.395,23,35.375,34.281,23,0-100_VAS
senteur,44.2,35.638,24,23.174,29.15,24,0-100_VAS
sentiment,44.292,40.166,23,41.682,40.578,23,0-100_VAS
sentinelle,55.88,35.596,25,20.885,31.551,26,0-100_VAS
sept,64.759,32.401,25,32.259,34.5,27,0-100_VAS
septembre,55.8,35.472,25,31.222,32.341,27,0-100_VAS
serin,56.5,35.193,25,41.423,39.731,27,0-100_VAS
seringue,87.607,20.291,25,22.926,27.706,27,0-100_VAS
serment,43,34.288,25,45.038,34.837,27,0-100_VAS
sermon,38.28,33.835,24,51.583,39.6,24,0-100_VAS
serpe,51.679,42.273,25,22.778,32.223,27,0-100_VAS
serpent,89.261,13.666,24,68.261,29.027,24,0-100_VAS
serre,73.308,24.92,24,16.52,20.458,25,0-100_VAS
serre-joints,34.917,40.068,25,12.808,28.822,26,0-100_VAS
serviteur,73.444,24.109,28,40.207,36.97,28,0-100_VAS
servitude,36.692,33.399,25,26.37,34.969,27,0-100_VAS
session,41.556,35.142,25,26.731,30.924,27,0-100_VAS
sexe,76.276,30.062,28,68.964,32.421,28,0-100_VAS
sextant,35.955,39.722,24,6.905,15.843,24,0-100_VAS
shampooing,73.292,20.688,24,30.04,34.568,25,0-100_VAS
siamois,77.385,21.775,24,14.13,18.555,24,0-100_VAS
sifflement,36.778,26.962,28,87.897,12.863,28,0-100_VAS
signal,52.731,31.775,24,48.583,38.572,24,0-100_VAS
signature,83.417,19.889,25,18.481,27.915,27,0-100_VAS
silencieux,40.56,37.087,23,61.217,38.908,23,0-100_VAS
silhouette,71.6,26.497,24,15.52,24.485,25,0-100_VAS
sillage,41.75,37.962,20,19.4,29.228,20,0-100_VAS
sillon,42.115,36.846,25,12.852,23.535,26,0-100_VAS
silo,50.84,34.367,24,19.64,26.61,25,0-100_VAS
simplicité,40.385,38.477,25,25.481,34.73,27,0-100_VAS
simulation,52,36.839,25,33.462,35.02,26,0-100_VAS
sincérité,41.25,39.2,28,35.214,32.26,28,0-100_VAS
singe,88.083,18.54,25,66.846,32.118,27,0-100_VAS
sinistre,66.76,28.987,25,43.222,36.064,27,0-100_VAS
sirop,80.6,29.64,25,24.154,37.923,26,0-100_VAS
sirène,78.808,23.671,25,82.852,23.961,27,0-100_VAS
site,58.12,35.716,24,17.32,22.856,25,0-100_VAS
situation,33.769,32.465,25,34.852,34.1,27,0-100_VAS
six,61.32,34.785,25,16.385,28.205,26,0-100_VAS
skieuse,81.36,24.327,24,42.04,37.206,25,0-100_VAS
snob,64.464,31.346,28,34.179,35.63,28,0-100_VAS
soeurette,58.56,38.921,24,41.25,37.729,24,0-100_VAS
sofa,78.391,30.515,23,22.87,32.833,23,0-100_VAS
soif,43.077,36.374,25,19.741,26.272,26,0-100_VAS
sol,67.76,30.956,24,27.208,33.16,24,0-100_VAS
sole,51.556,38.735,25,2.885,9.937,26,0-100_VAS
soleil,92.643,11.265,25,32.37,38.191,27,0-100_VAS
solidarité,56.154,40.253,24,42.042,39.154,24,0-100_VAS
solidité,67.087,36.544,24,30.217,31.882,24,0-100_VAS
solitaire,61.842,30.952,20,24.474,27.346,20,0-100_VAS
solitude,60.815,32.92,28,40.103,34.178,28,0-100_VAS
solution,42.69,34.179,28,26.071,34.07,28,0-100_VAS
solvabilité,26.2,29.609,20,19.35,25.732,20,0-100_VAS
sombrero,75.577,29.376,25,39.111,37.537,27,0-100_VAS
sommaire,56.92,29.696,25,23.08,26.169,26,0-100_VAS
somme,49.448,30.221,28,19.464,27.261,28,0-100_VAS
sommeil,65.391,32.582,24,42.958,35.966,24,0-100_VAS
sommier,59.083,35.827,24,8.042,13.421,24,0-100_VAS
somnambule,68.417,30.577,24,31.174,32.655,24,0-100_VAS
son,34.414,32.621,25,83.037,24.322,27,0-100_VAS
sonate,20.593,22.491,28,45.793,38.872,28,0-100_VAS
sondage,58.56,39.487,25,26.654,35.689,26,0-100_VAS
songe,48.458,34.694,25,29.885,31.804,27,0-100_VAS
sonnerie,36.083,36.678,24,86.542,20.471,24,0-100_VAS
sonnette,65.52,30.848,25,84.111,20.811,27,0-100_VAS
sonorité,33.261,38.511,23,59.565,38.207,23,0-100_VAS
sorbet,81.103,23.553,28,18.821,29.16,28,0-100_VAS
sorcier,76.429,22.371,28,34.536,37.575,28,0-100_VAS
sorte,35.407,34.977,25,20.154,24.088,27,0-100_VAS
sortie,66.6,39.779,25,27.038,39.015,26,0-100_VAS
sottise,28.115,28.94,25,39.593,36.327,27,0-100_VAS
soucoupe,81.043,18.016,25,41.28,35.213,26,0-100_VAS
soudure,69.875,21.487,25,59.407,34.079,27,0-100_VAS
souffle,48.12,35.248,25,71.769,29.048,26,0-100_VAS
soufflé,62.28,34.372,24,36.4,33.198,25,0-100_VAS
souhait,53.414,37.588,28,41.179,38.935,28,0-100_VAS
soulagement,50.414,35.628,25,58.593,27.511,27,0-100_VAS
soulier,83.034,19.54,28,46.464,39.569,28,0-100_VAS
soulèvement,60.696,30.238,23,40.045,34.835,23,0-100_VAS
soumission,48.087,35.609,23,33.087,37.406,23,0-100_VAS
soupape,43.115,31.765,25,25.556,31.555,27,0-100_VAS
soupe,79.76,26.788,25,22.074,26.798,27,0-100_VAS
soupir,41.12,31.89,25,82.704,20.464,27,0-100_VAS
souplesse,75.304,34.498,24,24.333,30.584,24,0-100_VAS
soupçon,31.346,32.425,25,24.889,35.588,27,0-100_VAS
sourcil,84.52,24.019,25,14.444,27.672,27,0-100_VAS
sourd-muet,63.069,29.416,28,28.679,30.199,28,0-100_VAS
sourire,89,20.573,24,22.381,26.703,24,0-100_VAS
souris,87.217,15.917,23,57.042,33.21,23,0-100_VAS
soutane,40.739,37.465,23,7.609,18.1,23,0-100_VAS
soute,38.538,34.507,25,14.407,19.359,27,0-100_VAS
souterrain,75.32,17.909,25,33.63,35.762,27,0-100_VAS
soutien,49.48,34.851,25,34.407,35.839,27,0-100_VAS
souvenirs,68.821,33.901,25,50.037,40.161,27,0-100_VAS
spaghetti,89.87,12.941,24,42.167,36.898,24,0-100_VAS
sparadrap,43.414,39.778,25,12.423,25.782,26,0-100_VAS
spatule,88.042,18.728,25,25.76,32.335,26,0-100_VAS
spectacle,81.92,32.075,25,76.615,36.155,26,0-100_VAS
spectateur,83.464,21.614,25,61.444,34.908,27,0-100_VAS
sperme,77.538,21.584,25,28.259,37.95,27,0-100_VAS
sphinx,77.769,25.852,25,19.296,24.693,26,0-100_VAS
spirale,79.143,21.106,28,23.517,26.527,28,0-100_VAS
splendeur,67,32.089,23,33.25,32.932,23,0-100_VAS
spontanéité,58.864,38.501,24,41.091,40.755,24,0-100_VAS
spore,36.458,29.792,24,15.28,22.737,25,0-100_VAS
spécialiste,55.92,35.395,24,22.28,35.013,25,0-100_VAS
spécialité,42.704,32.003,28,31.483,31.918,28,0-100_VAS
spécification,29.621,34.285,28,26.214,30.918,28,0-100_VAS
spécimen,53.393,35.453,25,9.385,22.823,26,0-100_VAS
squelette,87.185,14.587,25,16.038,21.027,26,0-100_VAS
stade,67.308,25.117,25,31.038,33.134,26,0-100_VAS
stage,46.28,37.884,25,34.111,36.502,27,0-100_VAS
stalactite,49.862,44.146,28,13.179,25.005,28,0-100_VAS
standard,32.88,30.425,24,17.24,23.456,25,0-100_VAS
station,73.833,26.1,24,44.08,35.978,25,0-100_VAS
statistique,60.885,30.843,25,23.192,32.096,27,0-100_VAS
stature,47.958,35.669,25,15.692,23.557,27,0-100_VAS
statut,50.292,40.073,25,9.231,16.621,26,0-100_VAS
steak,88.435,18.488,24,32.542,33.904,24,0-100_VAS
stimulant,56.643,36.117,25,35.385,33.471,27,0-100_VAS
stimulation,58.043,33.666,24,37.375,39.444,24,0-100_VAS
stimulus,43.952,38.31,24,35.75,42.409,24,0-100_VAS
stratégie,62.76,33.229,25,37.074,37.138,27,0-100_VAS
stress,46.783,33.912,24,36.48,36.402,25,0-100_VAS
structure,66.28,27.005,24,27.583,34.327,24,0-100_VAS
studio,73.64,21.633,25,49.852,34.067,27,0-100_VAS
stupeur,27.72,34.247,25,26.731,30.893,26,0-100_VAS
stupéfiant,60.917,33.551,24,35.625,37.342,24,0-100_VAS
stylo,80.643,18.401,28,42.552,33.379,28,0-100_VAS
stèle,43.5,40.136,25,18.259,27.281,27,0-100_VAS
stéthoscope,76,26.371,25,37.556,35.612,27,0-100_VAS
submersion,42.174,36.304,23,30.826,35.533,23,0-100_VAS
substance,51.862,29.876,25,21.481,25.281,27,0-100_VAS
subvention,51.143,37.078,25,31.815,33.472,27,0-100_VAS
succession,41.042,36.772,24,19.48,27.306,25,0-100_VAS
succès,52.231,37.854,24,47.583,41.224,24,0-100_VAS
sucette,80,23.556,24,28.792,36.432,24,0-100_VAS
sucre,71.625,29.038,26,15.76,19.417,26,0-100_VAS
sucrerie,75.652,28.788,23,14.609,21.861,23,0-100_VAS
sucrier,70.25,26.443,28,33.276,32.974,28,0-100_VAS
suffixe,32.042,32.834,24,18.917,25.602,24,0-100_VAS
suggestion,34.542,31.894,24,32.87,37.276,24,0-100_VAS
suif,37.857,38.675,24,4.571,10.911,24,0-100_VAS
sujet,34.821,31.645,26,11.423,18.116,26,0-100_VAS
sumo,69.115,31.244,26,29.407,27.669,27,0-100_VAS
supercherie,35.913,30.76,24,25.478,32.109,24,0-100_VAS
supplice,47.846,35.697,26,51.346,37.738,27,0-100_VAS
supplément,51.375,35.695,26,23.423,29.251,27,0-100_VAS
support,64.292,27.621,23,42.087,33.184,23,0-100_VAS
supposition,27.72,24.342,24,27.458,32.995,24,0-100_VAS
supériorité,52.75,35.422,28,32.444,34.426,28,0-100_VAS
surdité,50.542,40.889,23,41.522,35.76,23,0-100_VAS
surplus,56.931,29.752,28,14.107,22.553,28,0-100_VAS
surprise,63.4,34.161,25,67.889,32.954,27,0-100_VAS
sursaut,63.292,30.833,24,57.88,30.147,25,0-100_VAS
surveillance,55.042,35.349,24,19.333,20.62,24,0-100_VAS
survie,54.348,36.28,23,25.348,34.655,23,0-100_VAS
survol,54.345,34.142,25,23.923,29.44,26,0-100_VAS
suspens,39.739,36.296,24,36.25,38.533,24,0-100_VAS
suspension,54.125,33.226,25,37.5,36.108,27,0-100_VAS
suédois,55.458,36.122,23,34.261,37.119,23,0-100_VAS
syllabe,47.952,36.327,23,40.542,38.983,23,0-100_VAS
sympathie,51.913,37.421,25,45.038,37.579,27,0-100_VAS
symétrie,72.583,34.548,25,4.308,11.246,26,0-100_VAS
syndicat,51.207,33.607,28,43.107,36.237,28,0-100_VAS
synonyme,41.591,37.778,24,24.304,33.182,24,0-100_VAS
synthèse,44.962,33.318,25,25.593,32.666,26,0-100_VAS
sécateur,49.036,36.736,28,33.966,32.041,28,0-100_VAS
séchage,55.692,28.308,24,41.32,36.048,25,0-100_VAS
sécheresse,76.393,20.653,28,23.179,30.186,28,0-100_VAS
sécheuse,83.655,23.48,28,74.857,28.374,28,0-100_VAS
séchoir,83.333,24.142,28,82.259,28.314,28,0-100_VAS
séducteur,71.92,29.395,23,45.708,36.417,23,0-100_VAS
séduction,64.808,37.025,24,45.417,39.177,24,0-100_VAS
séjour,63.318,40.624,24,39.524,39.84,24,0-100_VAS
sélection,47.25,34.673,24,23.042,34.645,24,0-100_VAS
séminaire,56.731,32.561,24,36.917,33.764,24,0-100_VAS
sénat,52.72,28.4,24,31.08,33.135,25,0-100_VAS
sénateur,50.115,29.161,25,22.778,32.159,27,0-100_VAS
séparation,62.148,30.802,25,40,33.681,26,0-100_VAS
séquence,62.375,30.469,23,31.609,30.259,23,0-100_VAS
sérieux,43.963,37.152,25,20.577,33.422,26,0-100_VAS
sérum,53.6,35.075,20,15.9,26.018,20,0-100_VAS
sérénité,48.077,37.271,25,43.815,40.422,27,0-100_VAS
sévérité,44.75,29.391,28,43.517,34.109,28,0-100_VAS
sûreté,58.552,31.447,28,23.357,23.986,28,0-100_VAS
tabassée,60.292,38.24,25,46.37,35.602,27,0-100_VAS
tabatière,29.25,35.507,24,10.625,24.094,24,0-100_VAS
table,88.75,17.699,24,21.333,29.506,24,0-100_VAS
tablette,82.773,22.966,24,19.952,29.292,24,0-100_VAS
tabou,39.655,32.294,28,30.778,36.506,28,0-100_VAS
tache,72.2,27.421,25,24.074,36.354,27,0-100_VAS
tact,30.708,34.929,24,35.72,37.079,25,0-100_VAS
talent,56.321,37.626,25,44.704,38.411,27,0-100_VAS
talisman,45,39.492,24,4.952,11.461,24,0-100_VAS
talon,77.826,25.101,24,62.739,32.473,24,0-100_VAS
talus,30.391,33.854,24,10.261,23.018,24,0-100_VAS
tam-tam,88.8,17.55,25,92.038,13.289,26,0-100_VAS
tambour,80.043,18.823,23,88.042,13.905,23,0-100_VAS
tamis,59.083,35.01,24,14.75,20.735,24,0-100_VAS
tampon,81.414,18.382,28,22,31.49,28,0-100_VAS
tante,77.28,29.762,24,41,36.571,25,0-100_VAS
