word,visual_mean,visual_sd,visual_n,auditory_mean,auditory_sd,auditory_n,scale
documentation,67.75,29.598,24,20.125,31.059,24,0-100_VAS
doigt,86.542,23.902,24,27.087,32.26,24,0-100_VAS
doigté,56.429,36.533,24,30.4,34.781,24,0-100_VAS
dol,11.4,28.177,20,8.6,22.988,20,0-100_VAS
dollar,80.864,22.81,23,26.13,31.951,23,0-100_VAS
dom,28.692,34.392,27,25.731,32.903,26,0-100_VAS
domicile,76.045,32.139,24,29.217,36.846,24,0-100_VAS
domination,55.08,32.615,24,37.913,35.535,24,0-100_VAS
domino,83.211,18.654,20,47.6,32.25,20,0-100_VAS
dompteur,67.464,30.69,28,43.667,33.069,28,0-100_VAS
dortoir,73.75,25.664,27,33.462,35.52,27,0-100_VAS
doré,84.56,19.502,27,8.731,18.604,26,0-100_VAS
dosage,55.556,29.551,27,23.222,24.931,27,0-100_VAS
double,51.769,31.819,27,21.852,22.583,27,0-100_VAS
douceur,67.348,30.739,23,42.522,33.213,23,0-100_VAS
douche,81.034,19.312,28,73.036,25.855,28,0-100_VAS
douille,58.708,33.584,27,36.769,39.666,27,0-100_VAS
douillette,76.24,34.937,27,21.231,30.812,26,0-100_VAS
douve,22.792,31.234,27,14.963,24.984,27,0-100_VAS
doux,63.84,36.19,27,26.741,33.553,27,0-100_VAS
douze,60.625,35.717,23,29.739,33.637,23,0-100_VAS
dragée,54.417,41.205,24,19.25,30.738,24,0-100_VAS
drapeau,90.148,14.501,27,30.115,34.584,26,0-100_VAS
droit,52.269,35.113,27,30.444,34.084,26,0-100_VAS
dromadaire,78.958,25.247,23,29.667,34.202,23,0-100_VAS
dualisme,44.04,29.703,27,18,25.78,26,0-100_VAS
dualité,41.5,32.942,20,17.75,22.875,20,0-100_VAS
duchesse,56.393,35.825,27,12.423,20.176,26,0-100_VAS
dune,78.5,30.934,28,22.107,33.035,28,0-100_VAS
dureté,62.207,29.316,28,28.571,33.201,28,0-100_VAS
durée,27.821,32.423,27,14.962,22.31,26,0-100_VAS
dynamique,58.828,35.393,28,40.036,36.263,28,0-100_VAS
dé,80.448,23.297,28,49.679,30.164,28,0-100_VAS
débat,56.625,37.061,24,60.542,35.498,24,0-100_VAS
débile,53.786,36.156,25,45.926,36.59,27,0-100_VAS
débit,55.2,32.381,24,33,34.048,25,0-100_VAS
débouché,52.45,32.039,20,17.5,23.187,20,0-100_VAS
débris,72.708,27.376,24,28.292,37.318,24,0-100_VAS
début,50.609,37.221,23,30.682,34.866,23,0-100_VAS
débâcle,41.25,38.415,24,28.875,34.763,24,0-100_VAS
décalage,52.76,33.473,24,28.64,30.902,25,0-100_VAS
décembre,75.526,27.689,20,47.05,39.476,20,0-100_VAS
déception,48.552,34.498,28,35.429,35.07,28,0-100_VAS
décharge,44.115,35.498,25,29.407,30.769,26,0-100_VAS
déchet,86.654,17.607,25,38.962,38.262,26,0-100_VAS
décimètre,76.24,22.384,25,23.808,32.384,26,0-100_VAS
décision,34.48,36.508,24,32.52,36.096,25,0-100_VAS
déclaration,42.846,34.576,25,48.593,37.621,26,0-100_VAS
déclic,41.571,35.128,28,53.5,31.716,28,0-100_VAS
déclin,44,30.974,24,26.48,30.727,25,0-100_VAS
décollage,79.846,22.88,24,70.625,31.917,24,0-100_VAS
décoration,81.8,20.996,25,18.308,24.943,27,0-100_VAS
découverte,54.28,32.169,24,31.48,35.991,25,0-100_VAS
décret,28.828,30.77,28,22.643,32.081,28,0-100_VAS
décrépitude,47.8,33.815,20,20.9,28.507,20,0-100_VAS
décès,63.52,29.547,24,22.44,32.78,25,0-100_VAS
déesse,77.292,25.605,24,23.435,31.239,24,0-100_VAS
défi,62.682,35.209,24,44.682,39.062,24,0-100_VAS
défiance,33.619,31.951,24,29.571,33.448,24,0-100_VAS
déficit,48.458,38.52,23,35.167,35.286,23,0-100_VAS
défilé,81.207,22.358,28,52.536,32.844,28,0-100_VAS
définition,41.5,34.436,24,25.292,31.35,24,0-100_VAS
dégaine,37.381,36.793,24,16.619,28.556,24,0-100_VAS
dégel,75.714,31.65,24,30.455,36.359,24,0-100_VAS
dégoût,62.833,32.484,24,38.583,35.747,24,0-100_VAS
déguisement,78.077,26.003,24,20.792,29.897,24,0-100_VAS
dégât,78.84,20.516,24,46.667,33.432,24,0-100_VAS
déité,5.6,16.79,25,8.654,20.781,26,0-100_VAS
déjeuner,85.423,22.382,25,42.962,34.703,26,0-100_VAS
délai,36.577,37.411,24,26.083,36.376,24,0-100_VAS
délicatesse,56.25,32.802,20,38.45,38.454,20,0-100_VAS
délire,48.64,38.058,24,52.2,38.28,25,0-100_VAS
délit,58.136,36.997,24,24.143,32.352,24,0-100_VAS
délivrance,49.115,36.517,25,30.222,33.803,27,0-100_VAS
déluge,75,28.225,24,69.042,26.302,24,0-100_VAS
délégation,45.231,33.076,28,40.345,35.165,28,0-100_VAS
délégué,47.214,34.133,25,43.778,38.763,27,0-100_VAS
démarche,62.385,28.25,25,27.385,30.369,26,0-100_VAS
déminage,39.52,30.818,24,37.174,32.306,24,0-100_VAS
démocratie,55.609,35.076,24,41.042,38.889,24,0-100_VAS
démolition,77.31,24.308,28,63.143,28.083,28,0-100_VAS
démon,74.083,26,23,40.304,31.609,23,0-100_VAS
démêlage,61.5,32.573,28,25,32.692,28,0-100_VAS
département,48.091,33.466,23,20.739,32.854,23,0-100_VAS
dépense,58.16,30.689,26,31.731,33.459,27,0-100_VAS
dépit,25.96,28.822,26,30.037,30.134,27,0-100_VAS
dépliant,73.846,26.499,26,19.963,24.164,27,0-100_VAS
dépotoir,80.913,21.723,24,29.478,28.231,24,0-100_VAS
député,50.346,32.621,26,34.346,37.528,27,0-100_VAS
dépôt,54.87,35.326,23,26.727,35.285,23,0-100_VAS
dérision,30.4,31.894,24,34.522,34.816,24,0-100_VAS
désarroi,49.833,33.662,26,43.5,39.741,27,0-100_VAS
désastre,71.333,27.382,28,42,30.722,28,0-100_VAS
désillusion,29,33.968,23,20.957,28.28,23,0-100_VAS
désir,66.154,30.924,26,49.577,34.798,26,0-100_VAS
déséquilibre,58.448,29.562,28,28.714,28.668,28,0-100_VAS
détection,48.545,33.728,24,27.762,30.63,24,0-100_VAS
détente,60.667,38.764,26,43.308,41.95,26,0-100_VAS
détermination,43.52,39.384,26,18.385,30.739,26,0-100_VAS
détonateur,59.88,29.763,26,65.52,31.591,26,0-100_VAS
détonation,57.68,31.283,26,76.84,24.914,26,0-100_VAS
détour,64.727,30.035,24,14.13,24.317,24,0-100_VAS
détresse,65.538,25.022,26,55.077,34.67,26,0-100_VAS
développement,44,37.549,24,20.714,23.776,24,0-100_VAS
déviation,60.2,32.435,24,18.375,26.87,24,0-100_VAS
dévoilement,59.273,34.034,24,32.19,32.575,24,0-100_VAS
dévotion,45.207,36.518,28,34.143,36.785,28,0-100_VAS
dîner,73.893,23.199,28,43.857,35.292,28,0-100_VAS
dînette,63.231,34.122,28,25.615,32.81,28,0-100_VAS
efficacité,41.115,33.206,27,29.222,32.205,27,0-100_VAS
effleurement,58.217,32.535,23,25.583,28.99,23,0-100_VAS
effroi,52.957,37.414,24,42.957,37.007,24,0-100_VAS
embarras,45.458,36.549,24,34.375,35.583,24,0-100_VAS
embouteillage,86.192,17.006,28,69.519,35.626,28,0-100_VAS
embrochement,31.478,38.697,24,21.826,32.87,24,0-100_VAS
emmenthal,47.731,37.916,27,10.741,20.592,26,0-100_VAS
empereur,57.231,28.055,24,19.64,22.734,25,0-100_VAS
empire,63.208,33.637,24,24.125,29.565,24,0-100_VAS
emplacement,53.798,32.247,24,12.48,21.243,25,0-100_VAS
emploi,59.333,35.193,24,32.458,35.05,24,0-100_VAS
employeur,62.84,35.477,27,30.481,36.889,27,0-100_VAS
employé,65.429,25.965,28,41.414,35.501,28,0-100_VAS
employée,70,27.577,27,33.259,39.258,26,0-100_VAS
empreinte,71.875,28.988,27,17,26.492,27,0-100_VAS
emprunt,48.96,36.854,27,18.654,26.626,26,0-100_VAS
enclos,70.52,27.151,27,26.037,31.849,27,0-100_VAS
enclume,55.36,35.808,24,30.52,34.303,25,0-100_VAS
encre,74.962,25.962,24,19.667,27.577,24,0-100_VAS
encrier,71,19.49,28,21.897,27.9,28,0-100_VAS
endive,51.478,40.87,24,13.391,29.14,24,0-100_VAS
enduit,44.091,37.091,23,16.083,26.278,23,0-100_VAS
enfant,78.625,27.927,24,65.25,38.962,24,0-100_VAS
enfer,69.333,33.817,27,41.192,39.294,26,0-100_VAS
enflure,71.111,28.011,28,27.241,28.419,28,0-100_VAS
engagement,39.5,34.023,24,25.095,31.831,24,0-100_VAS
engin,73.207,22.906,28,58.5,37.305,28,0-100_VAS
engorgement,63.464,31.414,27,40.111,34.016,27,0-100_VAS
enjeu,43.714,35.183,27,29,32.527,27,0-100_VAS
ennemi,60.9,37.036,24,32.25,36.052,24,0-100_VAS
ennui,47.667,36.744,27,29.481,33.505,26,0-100_VAS
enrouement,29.8,33.78,23,31.783,40.889,23,0-100_VAS
enseignant,84.875,23.341,27,59.385,39.771,26,0-100_VAS
enseigne,69.25,32.479,24,21.125,33.309,24,0-100_VAS
ensemble,62.04,35.875,24,30.5,30.788,24,0-100_VAS
entaille,70.538,24.729,27,30.8,34.937,26,0-100_VAS
entente,41.793,34.16,27,31.423,38.2,26,0-100_VAS
enthousiasme,57.833,40.007,24,49,38.696,24,0-100_VAS
entonnoir,69.125,29.656,24,16.708,22.009,24,0-100_VAS
entrain,52,36.957,27,44.24,39.425,26,0-100_VAS
entreprise,65.348,25.669,23,25.667,30.375,23,0-100_VAS
entretien,59.286,30.84,28,44.345,33.906,28,0-100_VAS
entrevue,69.652,24.789,23,57.583,30.208,23,0-100_VAS
enveloppe,81.423,20.57,27,25.519,34.283,27,0-100_VAS
envers,29.074,33.028,27,10.192,18.317,26,0-100_VAS
envoi,51,32.245,23,27.545,31.062,23,0-100_VAS
envol,65.625,31.396,24,34.333,35.456,24,0-100_VAS
envoûtement,43.741,32.216,27,26.074,26.866,26,0-100_VAS
enzyme,49.48,33.692,24,20.043,26.749,24,0-100_VAS
erreur,61.32,33.304,27,40.32,37.515,26,0-100_VAS
escadrille,40.583,38.585,24,32.565,36.142,24,0-100_VAS
escale,62,31.165,28,37.172,34.47,28,0-100_VAS
escalier,76.886,27.48,24,24.52,33.044,25,0-100_VAS
escargot,80.833,29.713,24,18.375,24.402,24,0-100_VAS
esclave,71.4,27.25,20,39.1,36.003,20,0-100_VAS
escompte,48.16,36.825,23,29.348,30.872,23,0-100_VAS
espadon,58.808,35.119,24,13.792,24.162,24,0-100_VAS
espion,69.833,32.289,27,28.654,33.753,26,0-100_VAS
esplanade,49.154,40.361,27,30.538,35.751,26,0-100_VAS
espoir,55.696,43.504,24,34.818,35.852,24,0-100_VAS
espérance,40.679,40.213,27,35.667,40.423,27,0-100_VAS
esquimau,72.76,23.539,24,16.68,19.054,25,0-100_VAS
essai,42.962,32.008,27,20,26.784,26,0-100_VAS
essence,74.8,23.186,24,21.92,30.375,25,0-100_VAS
essieu,42.966,34.539,27,21.556,26.015,27,0-100_VAS
essor,33.261,32.293,24,10.458,17.718,24,0-100_VAS
essoufflement,55.8,37.421,27,65.148,35.932,27,0-100_VAS
estime,25.75,30.585,24,25.667,34.897,24,0-100_VAS
euphorie,53.92,32.18,24,49.273,35.101,24,0-100_VAS
exaltation,31.68,38.992,25,30.115,37.974,26,0-100_VAS
excellence,37.857,38.184,25,27.615,35.389,26,0-100_VAS
exception,33.75,35.386,24,25.4,34.377,25,0-100_VAS
excitabilité,47.875,39.321,25,25.556,33.473,26,0-100_VAS
excitation,55.5,36.098,24,50.792,38.987,24,0-100_VAS
exclamation,44.28,40.256,25,59.269,40.955,26,0-100_VAS
exclusion,55.167,34.403,24,33.583,36.066,24,0-100_VAS
exclusivité,37.417,32.191,23,31.318,35.368,23,0-100_VAS
excès,61.8,31.966,25,35.08,36.6,26,0-100_VAS
exigence,34.136,33.787,24,33.391,36.525,24,0-100_VAS
exil,49.964,37.718,28,21.821,29.033,28,0-100_VAS
existence,31.111,32.218,25,17,22.879,26,0-100_VAS
exotisme,69.6,30.43,24,43.043,39.161,24,0-100_VAS
expansion,63,33.055,25,19.333,26.849,26,0-100_VAS
expert,53.615,35.63,25,27.37,33.303,27,0-100_VAS
expertise,40.042,38.733,25,29.192,35.354,26,0-100_VAS
exploit,55.276,31.734,25,39.778,36.349,27,0-100_VAS
exploitation,55.625,33.247,25,26.815,33.807,26,0-100_VAS
explosion,79.333,20.058,24,82.917,21.567,24,0-100_VAS
exportation,50.905,39.114,23,17.458,26.312,23,0-100_VAS
exposition,67.28,34.313,25,30.815,37.863,27,0-100_VAS
exposé,68.667,33.555,24,31.8,32.379,24,0-100_VAS
expression,39.923,38.01,25,49.519,40.938,27,0-100_VAS
expulsion,52.25,35.817,20,38.65,37.592,20,0-100_VAS
expédition,72.621,26.049,28,28.714,28.518,28,0-100_VAS
extase,54.76,36.939,24,52.783,33.48,24,0-100_VAS
extension,47.192,27.207,25,27,25.856,27,0-100_VAS
extraction,50.25,32.682,20,29.55,31.527,20,0-100_VAS
extrait,43.407,35.917,25,30.63,33.251,26,0-100_VAS
exubérance,54.6,34.203,25,36.556,34.889,27,0-100_VAS
exécution,54,33.893,24,32.36,31.402,25,0-100_VAS
fable,44.542,35.025,24,61.458,33.285,24,0-100_VAS
fabrication,57.32,32.569,24,24.56,25.909,25,0-100_VAS
facette,45.28,34.192,25,14.808,25.252,26,0-100_VAS
facture,79.64,22.015,25,29.333,35.732,27,0-100_VAS
faculté,51.913,37.116,24,23.087,27.191,24,0-100_VAS
faille,41.783,35.946,23,21.043,30.025,23,0-100_VAS
faillite,34.231,29.252,24,26.083,31.821,24,0-100_VAS
faim,47.714,37.079,25,22.115,33.277,26,0-100_VAS
fainéant,49.15,33.129,20,29.05,33.029,20,0-100_VAS
faire-part,50.667,42.754,23,16.652,27.453,23,0-100_VAS
faisan,53.84,37.582,25,30.385,33.009,26,0-100_VAS
faisceau,65.88,31.615,24,15.391,23.851,24,0-100_VAS
fakir,45.667,44.061,25,19.542,27.641,26,0-100_VAS
famille,86.68,17.682,23,59.125,36.933,23,0-100_VAS
famine,66.172,27.986,28,26.036,31.269,28,0-100_VAS
fan,69.08,33.353,24,65.8,37.232,25,0-100_VAS
fanfare,72.621,29.99,28,78.429,26.12,28,0-100_VAS
fanion,28.538,30.816,25,19.519,26.646,27,0-100_VAS
fantaisie,64.684,31.467,24,31.92,30.415,25,0-100_VAS
fantôme,63.958,36.759,24,41.333,38.465,24,0-100_VAS
faon,56.68,40.178,24,22.04,29.338,25,0-100_VAS
fard,59.2,33.265,20,15.2,25.322,20,0-100_VAS
fascicule,54.36,32.596,25,24.6,31.556,26,0-100_VAS
faste,29.893,37.066,25,19.893,30.54,27,0-100_VAS
fatalité,42.005,32.775,24,29.56,34.764,25,0-100_VAS
faubourg,52.458,33.023,24,23.5,25.004,24,0-100_VAS
faucon,78.174,18.087,23,49.952,27.583,23,0-100_VAS
faussaire,24.538,32.014,25,13.852,24.923,26,0-100_VAS
faute,48.36,32.147,24,22.6,29.549,25,0-100_VAS
fauve,60.28,38.594,23,39.042,38.306,23,0-100_VAS
faveur,36.739,38.034,24,32.708,37.202,24,0-100_VAS
façon,30,28.449,28,26.852,22.42,28,0-100_VAS
faîte,17.179,25.382,28,20.172,27.152,28,0-100_VAS
feinte,50.517,34.378,28,26.429,30.408,28,0-100_VAS
femme,84.333,20.722,28,61,37.888,28,0-100_VAS
fente,63.08,28.099,24,13.125,19.281,24,0-100_VAS
fenêtre,83.192,25.98,25,30.37,36.043,27,0-100_VAS
fer-à-cheval,81.286,20.822,25,40.407,34.655,27,0-100_VAS
fermeture,61.739,34.074,24,25.957,32.231,24,0-100_VAS
fermeté,38.32,37.797,24,23,32.053,25,0-100_VAS
ferrailleur,38.357,35.262,25,24.808,30.593,26,0-100_VAS
fertilité,36.083,31.871,24,21.292,32.282,24,0-100_VAS
ferveur,41.409,40.267,23,27.348,33.194,23,0-100_VAS
fesse,85.68,16.235,25,25,33.684,26,0-100_VAS
festin,78.043,28.116,24,35.333,36.406,24,0-100_VAS
festival,81.958,23.83,24,79.417,29.736,24,0-100_VAS
feu,85.4,17.206,20,61.45,29.996,20,0-100_VAS
feuillage,72.565,29.089,23,41.783,31.393,23,0-100_VAS
feuillet,65.52,29.431,23,28.348,34.796,23,0-100_VAS
feuilleton,58.179,35.779,25,38.923,36.155,26,0-100_VAS
fez,23.9,39.774,20,25.85,41.559,20,0-100_VAS
fiabilité,31.179,33.09,28,32.821,34.672,28,0-100_VAS
fiacre,24.652,35.941,23,17.696,29.455,23,0-100_VAS
fiancé,77.762,33.854,24,41.667,40.871,24,0-100_VAS
fiancée,76.923,29.226,25,40.074,38.089,27,0-100_VAS
fiasque,24.375,31.967,24,11.833,22.09,24,0-100_VAS
fibre,58,34.19,20,22.05,33.911,20,0-100_VAS
ficelle,81.045,20.648,24,10.762,15.855,24,0-100_VAS
fichier,69.519,30.586,25,13.852,26.653,26,0-100_VAS
fiction,60.136,40.427,24,30.905,41.342,24,0-100_VAS
fidélité,51.346,40.094,25,35.111,37.057,26,0-100_VAS
fief,27.639,26.981,24,16.76,21.999,25,0-100_VAS
fiel,17.826,28.441,24,15.217,29.845,24,0-100_VAS
fiente,39.381,42.109,24,4.286,10.909,24,0-100_VAS
fierté,59.321,33.507,28,40.321,36.928,28,0-100_VAS
figue,80.65,16.184,20,11.45,23.25,20,0-100_VAS
figure,74.826,25.693,24,15.13,27.887,24,0-100_VAS
fil,85.714,16.557,28,18.852,25.026,28,0-100_VAS
fille,79.333,26.31,24,60.75,39.873,24,0-100_VAS
filleul,70.045,36.138,24,39.952,38.045,24,0-100_VAS
film,84.207,22.715,25,77.667,23.966,27,0-100_VAS
filon,33.571,32.111,25,19.259,26.349,27,0-100_VAS
filou,40.913,38.013,24,31.333,37.322,24,0-100_VAS
fils,75.5,28.64,25,50.333,42.25,27,0-100_VAS
fin,47.35,35.115,20,29.2,34.803,20,0-100_VAS
finale,57.207,27.816,25,33.778,28.678,27,0-100_VAS
finance,56.393,28.444,28,28.25,29.834,28,0-100_VAS
financement,37.92,34.26,25,18.481,24.055,27,0-100_VAS
financier,47.043,39.719,25,25.231,29.95,27,0-100_VAS
finesse,58.348,35.428,24,20.208,26.461,24,0-100_VAS
fiole,58.857,35.043,26,14.538,24.929,26,0-100_VAS
fiord,46.333,39.503,24,18.042,31.939,24,0-100_VAS
firmament,59.333,41.07,24,13.5,24.243,25,0-100_VAS
fisc,37.208,34.73,27,24.167,33.123,26,0-100_VAS
fissure,73.577,23.42,27,18.154,25.242,26,0-100_VAS
fiston,67.483,30.243,26,44.444,33.521,27,0-100_VAS
flacon,72.696,25.542,24,20.333,28.904,24,0-100_VAS
flamand,59.103,35.477,28,17.321,26.165,28,0-100_VAS
flambeau,84.84,17.686,24,34.84,34.548,25,0-100_VAS
flambée,76.538,21.364,25,39.423,29.861,26,0-100_VAS
flammèche,63.292,30.425,24,30.292,30.468,24,0-100_VAS
flanc,55,35.092,28,23.704,28.27,28,0-100_VAS
flaque,77.13,24.475,24,45.75,32.582,24,0-100_VAS
flasque,66.759,26.631,25,30.593,32.706,27,0-100_VAS
fleur,88.682,18.075,24,8.286,14.371,24,0-100_VAS
fleuriste,86.821,13.931,25,25.077,34.904,27,0-100_VAS
fleuve,85.769,17.354,25,61.923,33.088,26,0-100_VAS
flic,74.12,27.019,24,32.375,32.034,24,0-100_VAS
flirt,62.28,32.431,23,50.792,37.358,23,0-100_VAS
floraison,91.846,21.84,24,22.75,26.728,24,0-100_VAS
flore,72.045,27.144,24,15.25,22.46,24,0-100_VAS
flottage,50.577,32.646,26,27.115,33.682,26,0-100_VAS
fluidité,53.741,30.243,26,42.92,34.29,27,0-100_VAS
flux,35.8,37.334,25,13.731,26.211,26,0-100_VAS
flèche,80.125,26.815,24,22.5,30.64,24,0-100_VAS
fléau,48.375,37.037,23,36.636,33.78,23,0-100_VAS
fléchette,77.917,29.482,25,31.538,36.431,26,0-100_VAS
foi,45.792,35.72,25,39.962,37.198,27,0-100_VAS
foire,73.208,31.916,25,60.077,38.671,26,0-100_VAS
folie,62.818,33.067,23,46.625,32.219,23,0-100_VAS
fonctionnaire,53.536,30.923,28,20.893,26.172,28,0-100_VAS
fondation,57.56,38.718,25,8.68,19.074,26,0-100_VAS
fonte,66.125,35.549,24,18.667,24.806,24,0-100_VAS
force,56.241,31.754,25,32.259,29.149,27,0-100_VAS
foreuse,65.708,36.38,25,50.16,37.338,26,0-100_VAS
format,59.13,37.891,25,19.577,31.043,27,0-100_VAS
formule,48.321,34.414,25,13.231,19.824,26,0-100_VAS
forteresse,74.083,26.408,25,16.615,25.74,27,0-100_VAS
forum,72.44,24.803,25,38.308,30.159,26,0-100_VAS
forêt,88.348,14.874,23,50.458,32.998,23,0-100_VAS
fosse,66.667,32.305,24,10.429,21.777,24,0-100_VAS
fossile,82.036,23.056,28,19.556,30.365,28,0-100_VAS
fossé,71.5,25.536,25,9.269,20.017,26,0-100_VAS
foudre,76.696,29.342,24,69,31.298,24,0-100_VAS
fouet,74,30.326,24,64.5,37.929,24,0-100_VAS
fougue,37.833,36.712,23,34.522,37.264,23,0-100_VAS
fougère,64.773,35.18,23,21,28.803,23,0-100_VAS
fouille,70.5,23.02,23,41.913,35.493,23,0-100_VAS
fouine,49.414,30.15,27,37.444,33.25,27,0-100_VAS
foulard,82.76,25.514,24,9.208,12.891,25,0-100_VAS
foulure,63.6,30.765,23,31.565,34.342,23,0-100_VAS
four,86.655,17.873,28,36.321,33.363,28,0-100_VAS
fourberie,19.167,28.912,24,17.875,31.889,24,0-100_VAS
fourche,62.478,27.82,23,22.043,26.36,23,0-100_VAS
fourchette,89.905,16.143,24,32.65,29.351,24,0-100_VAS
fourmi,80.8,24.367,25,12.654,25.818,27,0-100_VAS
fourneau,79.2,27.377,25,24.962,31.887,26,0-100_VAS
fournisseur,40.174,31.596,24,16.64,22.666,25,0-100_VAS
fourre-tout,59.652,32.609,24,16.167,27.023,24,0-100_VAS
fourrure,84.286,19.541,28,16.893,26.391,28,0-100_VAS
fracas,46.923,32.743,25,55.185,35.064,26,0-100_VAS
fraction,60.435,34.772,24,17.875,29.54,24,0-100_VAS
fracture,69.241,29.454,28,42.179,33.292,28,0-100_VAS
framboise,87.667,15.158,20,11,24.422,20,0-100_VAS
framboisier,81.393,17.654,28,22.483,26.212,28,0-100_VAS
franchise,45.435,34.67,23,29.636,35.533,23,0-100_VAS
frange,62.045,31.81,24,9.636,15.512,24,0-100_VAS
fraternisation,45.333,38.337,24,19.667,26.03,24,0-100_VAS
frayeur,60.083,31.709,24,46.292,32.462,24,0-100_VAS
fraîcheur,66.625,33.49,24,31.652,29.632,24,0-100_VAS
friabilité,40.083,34.078,24,19.56,21.257,25,0-100_VAS
friandise,84.435,21.643,24,38,37.741,24,0-100_VAS
fric,76.292,28.365,24,30.375,30.982,24,0-100_VAS
friche,28.53,30.551,24,15.76,23.026,25,0-100_VAS
friction,51.593,32.683,26,50.385,30.636,27,0-100_VAS
frigidaire,86.091,24.195,24,35.19,30.255,24,0-100_VAS
frigidité,39.346,33.978,25,26.333,32.006,27,0-100_VAS
frigo,86.636,21.871,24,44.238,33.003,24,0-100_VAS
frileux,68.259,29.426,28,45.607,37.737,28,0-100_VAS
fringues,74.8,25.52,24,12.44,17.919,25,0-100_VAS
fripe,39.333,37.927,24,17.208,30.123,24,0-100_VAS
frisson,66.5,29.183,24,34.542,36.721,24,0-100_VAS
frissonnement,54.92,37.386,25,33.846,31.809,27,0-100_VAS
froideur,51.5,36.012,25,42.52,33.832,26,0-100_VAS
froissure,53.773,38.621,24,12.81,21.96,24,0-100_VAS
fromage,80.625,22.288,23,25.435,34.708,23,0-100_VAS
fronde,31.44,31.767,24,22.52,33.779,25,0-100_VAS
frottement,63.103,30.542,28,50.429,33.581,28,0-100_VAS
frégate,51.65,33.394,20,27.45,34.611,20,0-100_VAS
fréquence,43.929,33.293,27,45.667,37.978,27,0-100_VAS
frêne,54.391,35.294,24,17.875,26.609,24,0-100_VAS
fuel,37.69,35.239,26,21.481,29.296,27,0-100_VAS
fuite,60.615,33.311,27,35.333,34.372,26,0-100_VAS
fumier,72.56,25.978,25,23.423,33.395,26,0-100_VAS
fumiste,25.542,32.749,24,12.84,23.203,25,0-100_VAS
fureur,57.074,37.662,26,51.519,40.088,27,0-100_VAS
furie,46.296,37.391,26,37.885,39.345,26,0-100_VAS
fusil,77.4,28.091,24,82.783,21.996,24,0-100_VAS
fusion,59.222,31.974,25,22.63,32.374,26,0-100_VAS
fusée,84.783,26.03,24,63.826,37.64,24,0-100_VAS
futur,53.36,38.881,24,21.125,29.706,25,0-100_VAS
futuriste,61.593,31.556,28,35.038,31.469,28,0-100_VAS
fâcheux,44.292,38.74,25,37.731,39.312,26,0-100_VAS
fécondité,57.893,35.139,25,30.038,33.315,27,0-100_VAS
fédération,43.52,32.85,23,22.087,27.616,23,0-100_VAS
fémur,65.192,31.25,25,17.222,23.44,27,0-100_VAS
fétiche,41.8,38.355,25,13.885,23.164,26,0-100_VAS
février,75.25,27.135,25,34.76,36.592,26,0-100_VAS
fête,83.44,24.268,24,72.96,32.377,25,0-100_VAS
gaffe,50.68,35.771,25,30.192,33.558,26,0-100_VAS
gaieté,51.5,36.386,23,30.087,36.984,23,0-100_VAS
gain,55.571,39.863,25,19.038,32.211,26,0-100_VAS
gaine,60.75,31.051,23,19.957,28.837,23,0-100_VAS
gala,74.552,23.585,28,47.786,31.06,28,0-100_VAS
galaxie,80.68,20.736,25,23.231,29.936,26,0-100_VAS
galerie,74.3,21.871,20,25.6,32.534,20,0-100_VAS
galette,86.154,15.207,24,28,33.334,24,0-100_VAS
galop,68.111,27.199,28,68.759,31.576,28,0-100_VAS
galopin,25.929,27.973,25,13.44,21.323,26,0-100_VAS
galère,59.409,33.913,23,36,32.022,23,0-100_VAS
gamelle,59.957,34.464,23,29.478,28.639,23,0-100_VAS
gamin,77.818,29.712,24,51.619,37.27,24,0-100_VAS
gangue,19.792,32.664,24,8.5,20.764,24,0-100_VAS
garage,80.476,26.581,24,32.7,38.964,24,0-100_VAS
garantie,35.208,38.351,25,21.538,35.003,26,0-100_VAS
garce,52.4,35.165,25,36.917,38.114,26,0-100_VAS
garde,64.481,35.541,25,33.222,33.175,27,0-100_VAS
garderie,81.45,21.085,20,74.4,26.219,20,0-100_VAS
gardien,73.857,23.524,25,38.741,35.872,27,0-100_VAS
gare,78.478,27.611,24,61.625,35.128,24,0-100_VAS
garniture,76.593,22.346,25,22.444,33.244,27,0-100_VAS
gars,82.478,18.273,23,33.917,33.64,23,0-100_VAS
garçon,83.926,23.933,25,49.444,40.11,26,0-100_VAS
gaze,34.68,36.317,25,14.259,28.134,27,0-100_VAS
gazelle,80.04,23.194,24,31.125,31.721,24,0-100_VAS
geai,50.2,34.882,26,40.042,34.776,26,0-100_VAS
geisha,78.357,23.41,28,21.179,26.479,28,0-100_VAS
gelée,74.214,25.756,27,19.893,23.061,27,0-100_VAS
gencive,84.2,15.111,24,36.87,36.61,24,0-100_VAS
gendarme,73.929,18.35,28,34.828,29.441,28,0-100_VAS
genou,85,20.121,24,17.13,24.159,24,0-100_VAS
genouillère,68.083,31.716,24,13.208,23.633,24,0-100_VAS
gentillesse,54.731,32.284,24,32.88,34.605,25,0-100_VAS
genèse,30.962,30.846,25,14.926,29.524,27,0-100_VAS
gerbe,47.56,37.423,26,21.115,29.498,26,0-100_VAS
germanisation,20.536,25.918,27,14.923,27.018,26,0-100_VAS
gestation,60.708,36.257,24,14.333,22.457,24,0-100_VAS
gestionnaire,50.1,34.228,20,33.9,35.562,20,0-100_VAS
